source_id,tier,source_label,item_count,bibliographic_status,identifier_status,redistribution_status,notes
RES-SRC-0579,research,Cochlear Implantation in Very Young Children With Single-Sided Deafness.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0580,research,Cochlear Implantation Is Associated With Reduced Incidence of Dementia in Severe Hearing Loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0581,research,Cochlear Implantation Outcomes in Children With CDH23 Mutations-Associated Hearing Loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0582,research,Cochlear Implantation Outcomes in Observed Vestibular Schwannoma: A Preliminary Report.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0583,research,Cochlear Implantation Outcomes in Pediatric Unilateral Hearing Loss: Impact of Device Use and Direct Input.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0584,research,"Cochlear Implants for Single-Sided Deafness: Quality of Life, Daily Usage, and Duration of Deafness.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0585,research,Cochlear Implants in Neurologically Impaired Children: A Survey of Health-Related Quality of Life.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0586,research,"Cochlear Implants or Hearing Aids: Speech Perception, Language, and Executive Function Outcomes.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0587,research,Cochlear length determination using Cone Beam Computed Tomography in a clinical setting.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0588,research,Cochlear Mechanisms and Otoacoustic Emission Test Performance.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0589,research,Cochlear Microphonic and Summating Potential Responses from Click-Evoked Auditory Brain Stem Responses in High-Risk and Normal Infants.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0590,research,Cochlear Nerve Aplasia and Hypoplasia: Predictors of Cochlear Implant Success.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0591,research,Cochlear Nucleus Transcriptome of a Fragile X Mouse Model Reveals Candidate Genes for Hyperacusis.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0592,research,Cochlear Ossification After Vestibular Schwannoma Surgery: A Temporal Bone Study.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0593,research,Cochlear Pathomorphogenesis of Incomplete Partition Type II in Slc26a4-Null Mice.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0594,research,Cochlear Reflectance and Otoacoustic Emission Predictions of Hearing Loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0595,research,Cochlear Spiral Ganglion Neuron Apoptosis in Neonatal Mice with Murine Cytomegalovirus-Induced Sensorineural Hearing Loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0596,research,Cochlear spiral ganglion neuron degeneration following cyclodextrin-induced hearing loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0597,research,Cochlear Synaptopathy due to Mutations in OTOF Gene May Result in Stable Mild Hearing Loss and Severe Impairment of Speech Perception.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0598,research,Cochlear trajectory in pediatric patients.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0599,research,Cochlear-implant dichotic listening performance and effort are disrupted with functional ear asymmetry.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0600,research,Cochlear-Implant Simulated Signal Degradation Exacerbates Listening Effort in Older Listeners.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0601,research,"Cogmed Training Does Not Generalize to Real-World Benefits for Adult Hearing Aid Users: Results of a Blinded, Active-Controlled Randomized Trial.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0602,research,Cognitive Abilities Contribute to Spectro-Temporal Discrimination in Children Who Are Hard of Hearing.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0603,research,Cognitive and Physiological Measures of Listening Effort During Degraded Speech Perception: Relating Dual-Task and Pupillometry Paradigms.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0604,research,Cognitive Assessment in Elderly Cochlear Implant Recipients: Long-Term Analysis.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0605,research,Cognitive Changes Up to 4 Years After Cochlear Implantation in Older Adults: A Prospective Longitudinal Study Using the RBANS-H.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0606,research,Cognitive Decline and Hearing Health Care for Older Adults.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0607,research,Cognitive factors as predictors of accented speech perception for younger and older adults.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0608,research,Cognitive factors contribute to speech perception in cochlear-implant users and age-matched normal-hearing listeners under vocoded conditions.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0609,research,"Cognitive Hearing Science: Three Memory Systems, Two Approaches, and the Ease of Language Understanding Model.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0610,research,"Cognitive Improvement After Cochlear Implantation in Older Adults With Severe or Profound Hearing Impairment: A Prospective, Longitudinal, Controlled, Multicenter Study.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0611,research,Cognitive Screening of Adults With Postlingual Hearing Loss: A Systematic Review.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0612,research,Cognitive Training for Adults With Bothersome Tinnitus: A Randomized Clinical Trial.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0613,research,Combined Electric and Acoustic Stimulation With Hearing Preservation: Effect of Cochlear Implant Low-Frequency Cutoff on Speech Understanding and Perceived Listening Difficulty.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0614,research,Combined neural and behavioural measures of temporal pitch perception in cochlear implant users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0615,research,"Comment on ""Similar susceptibility to temporary hearing threshold shifts despite different audiograms in harbor porpoises and harbor seals"" [J. Acoust. Soc. Am. 155, 396-404 (2024)] (L).",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0616,research,"Comments on ""Killer whale (Orcinus orca) behavioral audiograms"" [J. Acoust. Soc. Am. 141, 2387-2398 (2017)].",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0617,research,Communicating During COVID-19: The Effect of Transparent Masks for Speech Recognition in Noise.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0618,research,"Communication between Audiologist, Patient, and Patient's Family Members during Initial Audiology Consultation and Rehabilitation Planning Sessions: A Descriptive Review.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0619,research,"Communication Under Sharply Degraded Auditory Input and the ""2-Sentence"" Problem.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0620,research,Comodulation detection difference and binaural unmasking.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0621,research,Comorbidity and Severity in Childhood Apraxia of Speech: A Retrospective Chart Review.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0622,research,Comparative Analysis of Cortical Auditory Evoked Potential in Cochlear Implant Users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0623,research,Comparative Histopathologic Analysis of Inner Ear Damage in Meningitis: Otogenic Versus Meningogenic Routes.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0624,research,"Comparing auditory filter bandwidths, spectral ripple modulation detection, spectral ripple discrimination, and speech recognition: Normal and impaired hearing.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0625,research,Comparing Bilateral and Single-Sided Deaf Cochlear Implant Recipients in a Novel Speech-in-Noise and Localization Task.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0626,research,Comparing Direct-to-Consumer Devices to Hearing Aids: Amplification Accuracy for Three Types of Hearing Loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0627,research,Comparing Hearing Aid Outcomes in Adults Using Over-the-Counter and Hearing Care Professional Service Delivery Models.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0628,research,Comparing Methods for Pairing Electrodes Across Ears With Cochlear Implants.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0629,research,"Comparing NAL-NL1 and DSL v5 in Hearing Aids Fit to Children with Severe or Profound Hearing Loss: Goodness of Fit-to-Targets, Impacts on Predicted Loudness and Speech Intelligibility.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0630,research,Comparing response options for the International Outcome Inventory for Hearing Aids (IOI-HA) and for Alternative Interventions (IOI-AI) daily-use items.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0631,research,Comparing the Accuracy and Speed of Manual and Tracking Methods of Measuring Hearing Thresholds.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0632,research,Comparing the Effect of Different Hearing Aid Fitting Methods in Bimodal Cochlear Implant Users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0633,research,Comparing the Outcomes of a Personalized Versus Nonpersonalized Home-Based Auditory Training Program for Cochlear Implant Users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0634,research,Comparing Tinnitus Suppression in Asymmetric Hearing Loss and Single-Sided Deafness: Cochlear Versus Bone Conduction Implants.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0635,research,Comparing Two Hearing Aid Fitting Algorithms for Bimodal Cochlear Implant Users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0636,research,Comparison of Adult and Pediatric Cochlear Implant Wound Complications: A Meta-Analysis.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0637,research,Comparison of Bilateral and Unilateral Cochlear Implantation in Adults: A Randomized Clinical Trial.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0638,research,Comparison of Chirp Versus Tone Burst- and Click-Evoked Masseteric Vestibular Evoked Myogenic Potentials in Normal-Hearing Adults.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0639,research,Comparison of Click and Level-Specific CE Chirp-Stimulated Auditory Brainstem Responses in Adults with Hearing Loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0640,research,Comparison of Different Hearing Aid Prescriptions for Children.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0641,research,Comparison of distortion-product otoacoustic emission and stimulus-frequency otoacoustic emission two-tone suppression in humans.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0642,research,Comparison of Endoscopic Modified and Typical Myringoplasty: A Randomized Controlled Trial.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0643,research,Comparison of In-Situ and Retrospective Self-Reports on Assessing Hearing Aid Outcomes.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0644,research,Comparison of Intratympanic Steroid and Hyperbaric Oxygen Salvage Therapy Hearing Outcomes in Idiopathic Sudden Sensorineural Hearing Loss: A Retrospective Study.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0645,research,Comparison of Performance of Older Adults on Two Tests of Temporal Resolution.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0646,research,Comparison of Pure-Tone Thresholds and Cochlear Microphonics Thresholds in Pediatric Cochlear Implant Patients.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0647,research,Comparison of Responses to DCN vs. VCN Stimulation in a Mouse Model of the Auditory Brainstem Implant (ABI).,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0648,research,Comparison of signal and gap-detection thresholds for focused and broad cochlear implant electrode configurations.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0649,research,Comparison of Speech Performance in Bimodal versus Bilateral Cochlear Implant Users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0650,research,Comparison of Speech Recognition in Cochlear Implant Users with Different Speech Processors.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0651,research,Comparison of subjective self-reported hearing and objective speech-in-noise perception as predictors of social isolation and loneliness in adults 60 years and older.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0652,research,Comparison of the efficacy of endoscopic tympanoplasty and microscopic tympanoplasty: A systematic review and meta-analysis.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0653,research,Comparison of the Motor Performance and Vestibular Function in Infants with a Congenital Cytomegalovirus Infection or a Connexin 26 Mutation: A Preliminary Study.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0654,research,Comparison of the Spectral-Temporally Modulated Ripple Test With the Arizona Biomedical Institute Sentence Test in Cochlear Implant Users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0655,research,Comparison of threshold estimation in infants with hearing loss or normal hearing using auditory steady-state response evoked by narrow band CE-chirps and auditory brainstem response evoked by tone pips.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0656,research,Comparison of time-domain source-separation techniques for short-pulse distortion-product otoacoustic emissions.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0657,research,"Comparison of Tonotopic and Default Frequency Fitting for Speech Understanding in Noise in New Cochlear Implantees: A Prospective, Randomized, Double-Blind, Cross-Over Study.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0658,research,Comparisons in Frequency Difference Limens Between Sequential and Simultaneous Listening Conditions in Normal-Hearing Listeners.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0659,research,Comparisons of Auditory Brainstem Responses Between a Laboratory and Simulated Home Environment.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0660,research,Comparisons of IQ in Children With and Without Cochlear Implants: Longitudinal Findings and Associations With Language.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0661,research,Comparisons of transient evoked otoacoustic emissions using chirp and click stimuli.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0662,research,Compensated active noise cancellation earphone for audiometric screening tests in noisy environments.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0663,research,Competing Speech Perception in Middle Age.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0664,research,Complex Language Use in Children With Hearing Loss: A Scoping Review.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0665,research,Complications After Pediatric Temporal Bone Fractures by Classification System: A Systematic Review and Meta-analysis.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0666,research,Complications and parent satisfaction in pediatric osseointegrated bone-conduction hearing implants.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0667,research,Comprehensive Characterization of Hearing Loss and Tinnitus in Military-Affiliated and Non-Military-Affiliated Individuals.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0668,research,"Comprehensive Prediction Model, Including Genetic Testing, for the Outcomes of Cochlear Implantation.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0669,research,Computational fluid dynamics and trigeminal sensory examinations of empty nose syndrome patients.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0670,research,Computed Tomographic Evaluations in Patients with Empty Nose Syndrome.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0671,research,Computed Tomography-Based Measurements of the Cochlear Duct: Implications for Cochlear Implant Pitch Tuning.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0672,research,Computer-based Auditory Training by New Adult Cochlear Implant Recipients Is Associated With Durable Improvements in Cochlear Implant Quality of Life.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0673,research,Concurrent Cognitive Task Alters Postural Control Performance of Young Adults With Unilateral Cochlear Implants.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0674,research,Concurrent measures of contralateral suppression of transient-evoked otoacoustic emissions and of auditory steady-state responses.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0675,research,Conditioned attenuation of auditory brainstem responses in dolphins warned of an intense noise exposure: Temporal and spectral patterns.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0676,research,Confirmation of PDZD7 as a Nonsyndromic Hearing Loss Gene.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0677,research,Congenital CMV-Associated Hearing Loss: Can Brain Imaging Predict Hearing Outcome?,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0678,research,Congenital Cytomegalovirus Targeted Screening Implementation and Outcomes: A Retrospective Chart Review.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0679,research,"Congenital Cytomegalovirus-Associated Sensorineural Hearing Loss in Children: Identification Following Universal Newborn Hearing Screening, Effect of Antiviral Treatment, and Long-Term Hearing Outcomes.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0680,research,Connexin-related (DFNB1) hearing loss: is routine computed tomography imaging necessary?,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0681,research,Consequences of Early Conductive Hearing Loss on Long-Term Binaural Processing.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0682,research,Conservative management of vestibular schwannoma: Predictors of growth and hearing.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0683,research,"Considerations for Pediatric Cochlear Implant Recipients With Unilateral or Asymmetric Hearing Loss: Assessment, Device Fitting, and Habilitation.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0684,research,"Consonant and vowel confusions in well-performing adult cochlear implant users, measured with a nonsense syllable repetition test.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0685,research,Consonant categorization exhibits a graded influence of surrounding spectral context.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0686,research,Consonant identification in noise using Hilbert-transform temporal fine-structure speech and recovered-envelope speech for listeners with normal and impaired hearing.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0687,research,Consumer Perspectives on Improving Hearing Aids: A Qualitative Study.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0688,research,Consumer Ratings of the Most Desirable Hearing Aid Attributes.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0689,research,Consumer Survey on Hearing Aid Benefit and Satisfaction.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0690,research,Contemporary surgical issues in paediatric cochlear implantation.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0691,research,Continued maturation of the click-evoked auditory brainstem response in preschoolers.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0692,research,Contralateral inhibition of distortion product otoacoustic emissions in young noise-exposed Veterans.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0693,research,Contralateral Interference Caused by Binaurally Presented Competing Speech in Adult Bilateral Cochlear-Implant Users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0694,research,Contralateral Masking in the Measurement of Auditory Brainstem Responses with Air-Conducted Tone Burst Stimuli in Individuals with Unilateral Hearing Loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0695,research,Contralateral Routing of Signal Yields Significant Speech in Noise Benefit for Unilateral Cochlear Implant Recipients.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
