evaluation_id,case_id,model,question_type,numerical_accuracy,test_coverage,description_accuracy,hallucination_free,diagnostic_accuracy,reasoning_logic,evidence_support,relevance_to_diagnosis,clinical_feasibility,completeness,weighted_score,final_score,grade,critical_error_flag,critical_error_categories,score_capped,passed
EVAL-b391d3057e9180b6,CLIN-017,Gemini 2.5 Pro,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-267bb9a14d8d1ebf,CLIN-017,Gemini 2.5 Pro,Q3,,,,,,,,3,4,3,3.3,57.5,C,False,,False,True
EVAL-547d706264b48eeb,CLIN-017,Grok 4,Q1,3,2,3,4,,,,,,,2.8,45.0,D,False,,False,False
EVAL-6321dcb67afdc619,CLIN-017,Grok 4,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-607dd1bed20a1828,CLIN-017,Grok 4,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-c3749d1ea0affb7f,CLIN-017,OpenAI O3,Q1,3,3,4,4,,,,,,,3.3,57.5,C,False,,False,True
EVAL-babbe0dad0a34b94,CLIN-017,OpenAI O3,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-6fcd6ffda96feaa6,CLIN-017,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-9e70b9a96aa8d7ef,CLIN-017,Claude Sonnet 4 Thinking,Q1,3,3,3,4,,,,,,,3.1,52.5,C,False,,False,True
EVAL-5fd26c428989c132,CLIN-017,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-965b2626c6459da7,CLIN-017,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-611b60321f2e4f34,CLIN-018,Gemini 2.5 Pro,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-ae40ba83e7d59c71,CLIN-018,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-a3cde9112a8c99a7,CLIN-018,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-f2e5ef3c4466631e,CLIN-018,Grok 4,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-03e9f9d75a7dda63,CLIN-018,Grok 4,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-4397a1868161f28d,CLIN-018,Grok 4,Q3,,,,,,,,4,5,4,4.3,82.5,B,False,,False,True
EVAL-2c2223a967f5bf8b,CLIN-018,OpenAI O3,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-d9dd465c93dac7c7,CLIN-018,OpenAI O3,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-902c1b193ad3902d,CLIN-018,OpenAI O3,Q3,,,,,,,,3,4,3,3.3,57.5,C,False,,False,True
EVAL-0891ebeab52630e7,CLIN-018,Claude Sonnet 4 Thinking,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-38d9aa8bf57104fc,CLIN-018,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-283c9801e78e7c71,CLIN-018,Claude Sonnet 4 Thinking,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-095564342fdea6ea,CLIN-019,Gemini 2.5 Pro,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-2635039c0dad0aaf,CLIN-019,Gemini 2.5 Pro,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-1dcdccd3f633ca91,CLIN-019,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-30ba67d02280a996,CLIN-019,Grok 4,Q1,3,4,5,4,,,,,,,3.8,70.0,C,False,,False,True
EVAL-4a5215a018de721a,CLIN-019,Grok 4,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-23dcda2e2009c736,CLIN-019,Grok 4,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-1d693265fdaea416,CLIN-019,OpenAI O3,Q1,2,5,5,4,,,,,,,3.7,67.5,C,False,,False,True
EVAL-e2249941c86780f7,CLIN-019,OpenAI O3,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-c5479aab84be1695,CLIN-019,OpenAI O3,Q3,,,,,,,,3,5,3,3.6,65.0,C,False,,False,True
EVAL-3fec44e3d6ee45f3,CLIN-019,Claude Sonnet 4 Thinking,Q1,5,4,5,4,,,,,,,4.6,90.0,B,False,,False,True
EVAL-486864918af64e13,CLIN-019,Claude Sonnet 4 Thinking,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-0e293a220bea2505,CLIN-019,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-8d8286f5863443a1,CLIN-020,Gemini 2.5 Pro,Q1,3,3,4,4,,,,,,,3.3,57.5,C,False,,False,True
EVAL-e010ed80eca91d7e,CLIN-020,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-5aab833065051c3d,CLIN-020,Gemini 2.5 Pro,Q3,,,,,,,,3,4,3,3.3,57.5,C,False,,False,True
EVAL-756774b6ec14848b,CLIN-020,Grok 4,Q1,3,3,4,4,,,,,,,3.3,57.5,C,False,,False,True
EVAL-0d246b4cda83bf9c,CLIN-020,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-7282d5182ba1f55d,CLIN-020,Grok 4,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-c314cd18485e4d18,CLIN-020,OpenAI O3,Q1,3,3,4,4,,,,,,,3.3,57.5,C,False,,False,True
EVAL-6e7167be406d3192,CLIN-020,OpenAI O3,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-ecb175f40a1083bb,CLIN-020,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-b5b88d7cbb32553e,CLIN-020,Claude Sonnet 4 Thinking,Q1,3,3,4,4,,,,,,,3.3,57.5,C,False,,False,True
EVAL-d442abb6a9ce184c,CLIN-020,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-eaa144c545383d1b,CLIN-020,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-6f3d65bf071bd078,CLIN-021,Gemini 2.5 Pro,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-867e1b04605aa431,CLIN-021,Gemini 2.5 Pro,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-3c74fc14234bb143,CLIN-021,Gemini 2.5 Pro,Q3,,,,,,,,3,4,3,3.3,57.5,C,False,,False,True
EVAL-19f16ed5f12e966a,CLIN-021,Grok 4,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
EVAL-62624c65fdb74aed,CLIN-021,Grok 4,Q2,,,,,2,3,3,,,,2.5,37.5,D,True,Missed Red Flag,True,False
EVAL-0d779f982a9d41f3,CLIN-021,Grok 4,Q3,,,,,,,,3,5,3,3.6,65.0,C,False,,False,True
EVAL-e8bfb23f2f4b2280,CLIN-021,OpenAI O3,Q1,2,5,2,4,,,,,,,3.1,49.0,D,True,Fabricated or Erroneous Test Result;Severity Misclassification;Type Misclassification,True,False
EVAL-73898ef71df50d52,CLIN-021,OpenAI O3,Q2,,,,,2,3,3,,,,2.5,37.5,D,True,Missed Red Flag,True,False
EVAL-a489f7066409d22f,CLIN-021,OpenAI O3,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-706d977279be2316,CLIN-021,Claude Sonnet 4 Thinking,Q1,2,4,2,4,,,,,,,2.8,45.0,D,True,Fabricated or Erroneous Test Result;Severity Misclassification,True,False
EVAL-e1e9f3788b393feb,CLIN-021,Claude Sonnet 4 Thinking,Q2,,,,,2,4,3,,,,2.8,45.0,D,True,Missed Red Flag,True,False
EVAL-b008199768d3c2bc,CLIN-021,Claude Sonnet 4 Thinking,Q3,,,,,,,,3,5,3,3.6,65.0,C,False,,False,True
EVAL-2df6173113dbd551,CLIN-022,Gemini 2.5 Pro,Q1,3,5,2,4,,,,,,,3.5,49.0,D,True,Severity Misclassification,True,False
EVAL-818f7fc9e26300e6,CLIN-022,Gemini 2.5 Pro,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-82b6ae62fcce3d60,CLIN-022,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-58ab1592c47e8b1c,CLIN-022,Grok 4,Q1,3,5,2,4,,,,,,,3.5,49.0,D,True,Severity Misclassification,True,False
EVAL-613d7e1083ad8aad,CLIN-022,Grok 4,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-c7e7c04601c00cc1,CLIN-022,Grok 4,Q3,,,,,,,,3,4,3,3.3,57.5,C,False,,False,True
EVAL-03bff90b91888958,CLIN-022,OpenAI O3,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-e928a7fb966d5c24,CLIN-022,OpenAI O3,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-a4f4df8a3235fb69,CLIN-022,OpenAI O3,Q3,,,,,,,,3,4,3,3.3,57.5,C,False,,False,True
EVAL-7ff744c4c694543c,CLIN-022,Claude Sonnet 4 Thinking,Q1,3,5,4,4,,,,,,,3.9,72.5,C,False,,False,True
EVAL-f57f24b52a524c79,CLIN-022,Claude Sonnet 4 Thinking,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-3e1eb268505b3f44,CLIN-022,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-9158eaee019384e1,CLIN-023,Gemini 2.5 Pro,Q1,2,3,4,4,,,,,,,2.9,47.5,D,True,Fabricated or Erroneous Test Result;Laterality Confusion,True,False
EVAL-3043eec5aa14f835,CLIN-023,Gemini 2.5 Pro,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-8f01dfd2762d28c2,CLIN-023,Gemini 2.5 Pro,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-47ae75683e45726d,CLIN-023,Grok 4,Q1,5,3,4,4,,,,,,,4.1,49.0,D,True,Laterality Confusion,True,False
EVAL-39687bff2f7d0526,CLIN-023,Grok 4,Q2,,,,,3,3,4,,,,3.2,55.0,C,False,,False,True
EVAL-ee95e8d155a42ff8,CLIN-023,Grok 4,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-25d72b1b2befab82,CLIN-023,OpenAI O3,Q1,2,4,4,4,,,,,,,3.2,49.0,D,True,Fabricated or Erroneous Test Result;Laterality Confusion,True,False
EVAL-3693954c6d0f0dfb,CLIN-023,OpenAI O3,Q2,,,,,3,3,4,,,,3.2,55.0,C,False,,False,True
EVAL-3e0d9f63fe466981,CLIN-023,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-b7a409e2069d0909,CLIN-023,Claude Sonnet 4 Thinking,Q1,2,5,4,4,,,,,,,3.5,49.0,D,True,Fabricated or Erroneous Test Result;Laterality Confusion,True,False
EVAL-eaf01aabc563c51e,CLIN-023,Claude Sonnet 4 Thinking,Q2,,,,,3,5,4,,,,3.8,70.0,C,False,,False,True
EVAL-bffec86d84337b2c,CLIN-023,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-506ccfe8a3ca52dc,CLIN-024,Gemini 2.5 Pro,Q1,5,4,5,4,,,,,,,4.6,90.0,B,False,,False,True
EVAL-d1b047840aa72dbb,CLIN-024,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-3901703ea285b221,CLIN-024,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-765343814df324ad,CLIN-024,Grok 4,Q1,3,1,5,4,,,,,,,2.9,47.5,D,False,,False,False
EVAL-fa2a6ebe84699506,CLIN-024,Grok 4,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-006e27c48d01a485,CLIN-024,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-0a0669a66673a0d1,CLIN-024,OpenAI O3,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-05d619578104a07e,CLIN-024,OpenAI O3,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-7c93678a6492515d,CLIN-024,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-bb1bc4f0cff9b8c9,CLIN-024,Claude Sonnet 4 Thinking,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-7f82d53bd9ff834b,CLIN-024,Claude Sonnet 4 Thinking,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-210834eec42062b7,CLIN-024,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-841367e55fd11485,CLIN-025,Gemini 2.5 Pro,Q1,5,3,2,4,,,,,,,3.7,49.0,D,True,Laterality Confusion;Severity Misclassification,True,False
EVAL-c037a0866cb49c1a,CLIN-025,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-243c83f761db79d9,CLIN-025,Gemini 2.5 Pro,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-1d93ecfb0c77769f,CLIN-025,Grok 4,Q1,2,4,2,4,,,,,,,2.8,45.0,D,True,Laterality Confusion;Severity Misclassification,True,False
EVAL-23a34d169a789e7f,CLIN-025,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-e7135f5215374b96,CLIN-025,Grok 4,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-d0b056767e721ec3,CLIN-025,OpenAI O3,Q1,5,4,5,4,,,,,,,4.6,49.0,D,True,Laterality Confusion,True,False
EVAL-62571e8eca60a4e3,CLIN-025,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-45e81114c8597b07,CLIN-025,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-809f3e6a8261e094,CLIN-025,Claude Sonnet 4 Thinking,Q1,5,3,2,4,,,,,,,3.7,49.0,D,True,Laterality Confusion;Severity Misclassification,True,False
EVAL-4a7906545cc7c55a,CLIN-025,Claude Sonnet 4 Thinking,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-e785d85cefa08a65,CLIN-025,Claude Sonnet 4 Thinking,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-12dc3d71be327b2e,CLIN-026,Gemini 2.5 Pro,Q1,5,1,4,4,,,,,,,3.5,62.5,C,False,,False,True
EVAL-ef732dbdae3ccee0,CLIN-026,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-7b614f7c8c7b6593,CLIN-026,Gemini 2.5 Pro,Q3,,,,,,,,2,4,2,2.6,40.0,D,False,,False,False
EVAL-82b10ac837f29a79,CLIN-026,Grok 4,Q1,2,1,4,4,,,,,,,2.3,32.5,D,True,Fabricated or Erroneous Test Result,True,False
EVAL-c49e1e946a49494c,CLIN-026,Grok 4,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-b1a20d438d4b661a,CLIN-026,Grok 4,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-7c2bbc9543f59331,CLIN-026,OpenAI O3,Q1,5,5,4,4,,,,,,,4.7,92.5,A,False,,False,True
EVAL-fe58579332c7c443,CLIN-026,OpenAI O3,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-678e178deaf1c557,CLIN-026,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-4cc2400c0fb49052,CLIN-026,Claude Sonnet 4 Thinking,Q1,2,1,4,4,,,,,,,2.3,32.5,D,True,Fabricated or Erroneous Test Result,True,False
EVAL-31c749861fae92b2,CLIN-026,Claude Sonnet 4 Thinking,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-08f0074a36e3320d,CLIN-026,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-eff236b14045ac9a,CLIN-027,Gemini 2.5 Pro,Q1,5,5,4,4,,,,,,,4.7,49.0,D,True,Type Misclassification,True,False
EVAL-1a7c1dd1e4efdedc,CLIN-027,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-e43162401eb7c75c,CLIN-027,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-53f07c751f72e256,CLIN-027,Grok 4,Q1,5,5,3,4,,,,,,,4.5,87.5,B,False,,False,True
EVAL-a67d1ca56db99a04,CLIN-027,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-37e5c035bc9ebdb6,CLIN-027,Grok 4,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-9137079d37c8fe25,CLIN-027,OpenAI O3,Q1,5,5,4,4,,,,,,,4.7,49.0,D,True,Type Misclassification,True,False
EVAL-c7cacb104c215ae8,CLIN-027,OpenAI O3,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-8a8cde561f88ca05,CLIN-027,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-a81eb8bd2c439005,CLIN-027,Claude Sonnet 4 Thinking,Q1,5,5,4,4,,,,,,,4.7,49.0,D,True,Type Misclassification,True,False
EVAL-14531d025dc73ee8,CLIN-027,Claude Sonnet 4 Thinking,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-ce185fe105c71c93,CLIN-027,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-1eb6158cb91d1f9b,CLIN-028,Gemini 2.5 Pro,Q1,3,3,3,4,,,,,,,3.1,52.5,C,False,,False,True
EVAL-58a0a6d66bfcbf99,CLIN-028,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-23d5715863d4d17f,CLIN-028,Gemini 2.5 Pro,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-b24c55d50d908b80,CLIN-028,Grok 4,Q1,3,3,3,4,,,,,,,3.1,52.5,C,False,,False,True
EVAL-58266345bf2391a0,CLIN-028,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-9604fe3c2ba45790,CLIN-028,Grok 4,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-5bd67c526f40ed49,CLIN-028,OpenAI O3,Q1,3,3,3,4,,,,,,,3.1,52.5,C,False,,False,True
EVAL-7a95567a7705cc1b,CLIN-028,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-58392a284327b362,CLIN-028,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-ded9dabebc02c549,CLIN-028,Claude Sonnet 4 Thinking,Q1,3,3,3,4,,,,,,,3.1,52.5,C,False,,False,True
EVAL-46a10609fc89cf44,CLIN-028,Claude Sonnet 4 Thinking,Q2,,,,,3,4,3,,,,3.3,57.5,C,False,,False,True
EVAL-2a41a55fe1bbed96,CLIN-028,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-d6ff895e79491bc5,CLIN-029,Gemini 2.5 Pro,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-58d25626c8307112,CLIN-029,Gemini 2.5 Pro,Q2,,,,,2,5,3,,,,3.1,49.0,D,True,Missed Red Flag,True,False
EVAL-7e3c3cd0531d09d2,CLIN-029,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-f5cf17a745abfd8b,CLIN-029,Grok 4,Q1,3,4,5,4,,,,,,,3.8,70.0,C,False,,False,True
EVAL-eb7d1f3b8d8874f1,CLIN-029,Grok 4,Q2,,,,,2,3,3,,,,2.5,37.5,D,True,Missed Red Flag,True,False
EVAL-cf84bf5c0c2b6999,CLIN-029,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-350212c6f6f8ad91,CLIN-029,OpenAI O3,Q1,5,5,2,4,,,,,,,4.3,49.0,D,True,Severity Misclassification,True,False
EVAL-627e80c6866707d7,CLIN-029,OpenAI O3,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-6b57f401dbc17ef9,CLIN-029,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-83cfc8c166fa48c9,CLIN-029,Claude Sonnet 4 Thinking,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-699bca7e0bb5223f,CLIN-029,Claude Sonnet 4 Thinking,Q2,,,,,2,3,3,,,,2.5,37.5,D,True,Missed Red Flag,True,False
EVAL-56e8591a8638605f,CLIN-029,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-b865c38113ba8512,CLIN-030,Gemini 2.5 Pro,Q1,5,4,5,4,,,,,,,4.6,49.0,D,True,Laterality Confusion,True,False
EVAL-89b76ec4c994077e,CLIN-030,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-ad6e0a2a957473d8,CLIN-030,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-1e16a8c917f8f047,CLIN-030,Grok 4,Q1,2,3,5,4,,,,,,,3.1,49.0,D,True,Fabricated or Erroneous Test Result;Laterality Confusion,True,False
EVAL-cda87c15d633f266,CLIN-030,Grok 4,Q2,,,,,5,4,3,,,,4.3,82.5,B,False,,False,True
EVAL-63911a4fcde5ad37,CLIN-030,Grok 4,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-e2f2c34f062d79d1,CLIN-030,OpenAI O3,Q1,5,5,5,4,,,,,,,4.9,49.0,D,True,Laterality Confusion,True,False
EVAL-dcf17b5baf53a705,CLIN-030,OpenAI O3,Q2,,,,,5,3,3,,,,4.0,75.0,B,False,,False,True
EVAL-d20dcf62f00a7737,CLIN-030,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-64bd62b53efd163d,CLIN-030,Claude Sonnet 4 Thinking,Q1,2,5,5,4,,,,,,,3.7,49.0,D,True,Fabricated or Erroneous Test Result;Laterality Confusion,True,False
EVAL-b3aebddb740ab43c,CLIN-030,Claude Sonnet 4 Thinking,Q2,,,,,2,5,3,,,,3.1,52.5,C,False,,False,True
EVAL-e33b2ddc2cd86fed,CLIN-030,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-0e38c1a89de13690,CLIN-031,Gemini 2.5 Pro,Q1,2,4,2,4,,,,,,,2.8,45.0,D,True,Severity Misclassification,True,False
EVAL-ad8e35e547556c5b,CLIN-031,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-d11c55f0af85c10d,CLIN-031,Gemini 2.5 Pro,Q3,,,,,,,,5,4,5,4.7,92.5,A,False,,False,True
EVAL-7fba87c98581f17c,CLIN-031,Grok 4,Q1,2,4,5,4,,,,,,,3.4,49.0,D,True,Fabricated or Erroneous Test Result;Laterality Confusion,True,False
EVAL-150fc9037475297f,CLIN-031,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-6f10db040a8bf18e,CLIN-031,Grok 4,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-1007422924e5a02a,CLIN-031,OpenAI O3,Q1,5,4,5,4,,,,,,,4.6,49.0,D,True,Laterality Confusion,True,False
EVAL-c683b58a980d3571,CLIN-031,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-fe453d75772de276,CLIN-031,OpenAI O3,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-8608d37bca45116e,CLIN-031,Claude Sonnet 4 Thinking,Q1,2,4,5,4,,,,,,,3.4,49.0,D,True,Fabricated or Erroneous Test Result;Laterality Confusion,True,False
EVAL-1c38011dca258f85,CLIN-031,Claude Sonnet 4 Thinking,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-af7983690283e482,CLIN-031,Claude Sonnet 4 Thinking,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-3c0554d3508eed30,CLIN-032,Gemini 2.5 Pro,Q1,5,4,5,4,,,,,,,4.6,49.0,D,True,Laterality Confusion,True,False
EVAL-f7e665653cc324f6,CLIN-032,Gemini 2.5 Pro,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-b2b85cb54348199a,CLIN-032,Gemini 2.5 Pro,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-2e0d27d9f9ebae0b,CLIN-032,Grok 4,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-2ed3748f53f17e8e,CLIN-032,Grok 4,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-28dccf120963ba16,CLIN-032,Grok 4,Q3,,,,,,,,2,4,2,2.6,40.0,D,False,,False,False
EVAL-c3c77535c5ad6b61,CLIN-032,OpenAI O3,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-6cc707be15bc16a0,CLIN-032,OpenAI O3,Q2,,,,,3,3,3,,,,3.0,50.0,C,False,,False,True
EVAL-46e13644d1429441,CLIN-032,OpenAI O3,Q3,,,,,,,,4,4,4,4.0,75.0,B,False,,False,True
EVAL-25a80cbb0f81dc80,CLIN-032,Claude Sonnet 4 Thinking,Q1,2,5,4,4,,,,,,,3.5,49.0,D,True,Fabricated or Erroneous Test Result,True,False
EVAL-8e1c6dce1e6a148d,CLIN-032,Claude Sonnet 4 Thinking,Q2,,,,,3,5,3,,,,3.6,65.0,C,False,,False,True
EVAL-0f739b7b403a229d,CLIN-032,Claude Sonnet 4 Thinking,Q3,,,,,,,,2,5,2,2.9,47.5,D,False,,False,False
EVAL-2ec31d85ff57bac4,CLIN-033,Gemini 2.5 Pro,Q1,5,5,5,4,,,,,,,4.9,97.5,A,False,,False,True
EVAL-ae9d18ae949fd9ae,CLIN-033,Gemini 2.5 Pro,Q2,,,,,5,5,3,,,,4.6,90.0,B,False,,False,True
EVAL-09b35f353f3d52af,CLIN-033,Gemini 2.5 Pro,Q3,,,,,,,,5,5,5,5.0,100.0,A,False,,False,True
EVAL-a991d1ccdaa6d307,CLIN-033,Grok 4,Q1,3,5,5,4,,,,,,,4.1,77.5,B,False,,False,True
